Year,Geography,Tenure,Age_Group,Household_Count,Avg_Household_Size,Median_Household_Size
2006,Ottawa - Gatineau  ,Renter,35 to 44 years,29875.0,2.44,2.0
2006,Ottawa - Gatineau  ,Renter,45 to 54 years,26580.0,2.17,2.0
2006,Ottawa - Gatineau  ,Renter,55 to 64 years,17085.0,1.7,1.01
2006,Ottawa - Gatineau  ,Renter,65 to 74 years,11110.0,1.51,1.01
2006,Ottawa - Gatineau  ,Renter,75 years and over,12470.0,1.34,1.01
2006,Kingston  ,Total - Tenure,Total - Age group of primary household maintainer,62045.0,2.38,2.0
2006,Kingston  ,Total - Tenure,15 to 24 years,3215.0,1.93,2.0
2006,Kingston  ,Total - Tenure,25 to 34 years,8555.0,2.39,2.02
2006,Kingston  ,Total - Tenure,35 to 44 years,12010.0,3.05,3.02
2006,Kingston  ,Total - Tenure,45 to 54 years,12860.0,2.84,3.0
2006,Kingston  ,Total - Tenure,55 to 64 years,10840.0,2.11,2.0
2006,Kingston  ,Total - Tenure,65 to 74 years,7380.0,1.84,2.0
2006,Kingston  ,Total - Tenure,75 years and over,7180.0,1.55,1.01
2006,Kingston  ,Owner,Total - Age group of primary household maintainer,41815.0,2.59,2.02
2006,Kingston  ,Owner,15 to 24 years,305.0,2.07,2.0
2006,Kingston  ,Owner,25 to 34 years,3675.0,2.77,3.0
2006,Kingston  ,Owner,35 to 44 years,8350.0,3.3,4.0
2006,Kingston  ,Owner,45 to 54 years,9705.0,3.11,3.0
2006,Kingston  ,Owner,55 to 64 years,8745.0,2.24,2.0
2006,Kingston  ,Owner,65 to 74 years,5860.0,1.94,2.0
2006,Kingston  ,Owner,75 years and over,5180.0,1.66,2.0
2006,Kingston  ,Renter,Total - Age group of primary household maintainer,20225.0,1.94,2.0
2006,Kingston  ,Renter,15 to 24 years,2910.0,1.92,2.0
2006,Kingston  ,Renter,25 to 34 years,4880.0,2.1,2.0
2006,Kingston  ,Renter,35 to 44 years,3660.0,2.5,2.02
2006,Kingston  ,Renter,45 to 54 years,3155.0,1.99,2.0
2006,Kingston  ,Renter,55 to 64 years,2100.0,1.56,1.01
2006,Kingston  ,Renter,65 to 74 years,1520.0,1.45,1.01
2006,Kingston  ,Renter,75 years and over,2005.0,1.28,1.01
2006,Peterborough  ,Total - Tenure,Total - Age group of primary household maintainer,46680.0,2.44,2.02
2006,Peterborough  ,Total - Tenure,15 to 24 years,2145.0,2.04,2.0
2006,Peterborough  ,Total - Tenure,25 to 34 years,5070.0,2.71,3.0
2006,Peterborough  ,Total - Tenure,35 to 44 years,8120.0,3.28,3.02
2006,Peterborough  ,Total - Tenure,45 to 54 years,9905.0,2.9,3.0
2006,Peterborough  ,Total - Tenure,55 to 64 years,8650.0,2.19,2.0
2006,Peterborough  ,Total - Tenure,65 to 74 years,5980.0,1.85,2.0
2006,Peterborough  ,Total - Tenure,75 years and over,6810.0,1.56,1.01
2006,Peterborough  ,Owner,Total - Age group of primary household maintainer,33910.0,2.61,2.02
2006,Peterborough  ,Owner,15 to 24 years,340.0,2.21,2.0
2006,Peterborough  ,Owner,25 to 34 years,2660.0,2.9,3.0
2006,Peterborough  ,Owner,35 to 44 years,6105.0,3.53,4.0
2006,Peterborough  ,Owner,45 to 54 years,7900.0,3.11,3.0
2006,Peterborough  ,Owner,55 to 64 years,7110.0,2.31,2.0
2006,Peterborough  ,Owner,65 to 74 years,4930.0,1.93,2.0
2006,Peterborough  ,Owner,75 years and over,4855.0,1.68,2.0
2006,Peterborough  ,Renter,Total - Age group of primary household maintainer,12755.0,1.99,2.0
2006,Peterborough  ,Renter,15 to 24 years,1800.0,2.01,2.0
2006,Peterborough  ,Renter,25 to 34 years,2400.0,2.49,2.02
2006,Peterborough  ,Renter,35 to 44 years,2005.0,2.52,2.02
2006,Peterborough  ,Renter,45 to 54 years,2000.0,2.05,2.0
2006,Peterborough  ,Renter,55 to 64 years,1535.0,1.63,1.01
2006,Peterborough  ,Renter,65 to 74 years,1050.0,1.49,1.01
2006,Peterborough  ,Renter,75 years and over,1965.0,1.28,1.01
2006,Oshawa  ,Total - Tenure,Total - Age group of primary household maintainer,119020.0,2.75,2.02
2006,Oshawa  ,Total - Tenure,15 to 24 years,2460.0,2.23,2.0
2006,Oshawa  ,Total - Tenure,25 to 34 years,17225.0,2.76,3.0
2006,Oshawa  ,Total - Tenure,35 to 44 years,29545.0,3.41,4.0
2006,Oshawa  ,Total - Tenure,45 to 54 years,28690.0,3.1,3.0
2006,Oshawa  ,Total - Tenure,55 to 64 years,18865.0,2.37,2.02
2006,Oshawa  ,Total - Tenure,65 to 74 years,11510.0,1.93,2.0
2006,Oshawa  ,Total - Tenure,75 years and over,10720.0,1.62,2.0
2006,Oshawa  ,Owner,Total - Age group of primary household maintainer,93525.0,2.92,3.0
2006,Oshawa  ,Owner,15 to 24 years,610.0,2.21,2.0
2006,Oshawa  ,Owner,25 to 34 years,12010.0,2.87,3.0
2006,Oshawa  ,Owner,35 to 44 years,24485.0,3.56,4.0
2006,Oshawa  ,Owner,45 to 54 years,23975.0,3.28,3.02
2006,Oshawa  ,Owner,55 to 64 years,15785.0,2.5,2.02
2006,Oshawa  ,Owner,65 to 74 years,9100.0,2.03,2.0
2006,Oshawa  ,Owner,75 years and over,7560.0,1.76,2.0
2006,Oshawa  ,Renter,Total - Age group of primary household maintainer,25490.0,2.13,2.0
2006,Oshawa  ,Renter,15 to 24 years,1850.0,2.24,2.0
2006,Oshawa  ,Renter,25 to 34 years,5215.0,2.51,2.02
2006,Oshawa  ,Renter,35 to 44 years,5065.0,2.67,2.02
2006,Oshawa  ,Renter,45 to 54 years,4715.0,2.21,2.0
2006,Oshawa  ,Renter,55 to 64 years,3080.0,1.71,1.01
2006,Oshawa  ,Renter,65 to 74 years,2405.0,1.54,1.01
2006,Oshawa  ,Renter,75 years and over,3160.0,1.28,1.01
2006,Toronto  ,Total - Tenure,Total - Age group of primary household maintainer,1801255.0,2.81,2.02
2006,Toronto  ,Total - Tenure,15 to 24 years,41135.0,2.09,2.0
2006,Toronto  ,Total - Tenure,25 to 34 years,261360.0,2.52,2.02
2006,Toronto  ,Total - Tenure,35 to 44 years,443080.0,3.3,3.02
2006,Toronto  ,Total - Tenure,45 to 54 years,425510.0,3.3,3.02
2006,Toronto  ,Total - Tenure,55 to 64 years,291110.0,2.7,2.02
2006,Toronto  ,Total - Tenure,65 to 74 years,178725.0,2.15,2.0
2006,Toronto  ,Total - Tenure,75 years and over,160330.0,1.74,2.0
2006,Toronto  ,Owner,Total - Age group of primary household maintainer,1217115.0,3.07,3.0
2006,Toronto  ,Owner,15 to 24 years,8280.0,2.53,2.02
2006,Toronto  ,Owner,25 to 34 years,127180.0,2.86,3.0
2006,Toronto  ,Owner,35 to 44 years,295745.0,3.6,4.0
2006,Toronto  ,Owner,45 to 54 years,312775.0,3.56,4.0
2006,Toronto  ,Owner,55 to 64 years,224310.0,2.91,3.0
2006,Toronto  ,Owner,65 to 74 years,135595.0,2.32,2.0
2006,Toronto  ,Owner,75 years and over,113240.0,1.88,2.0
2006,Toronto  ,Renter,Total - Age group of primary household maintainer,584130.0,2.25,2.0
2006,Toronto  ,Renter,15 to 24 years,32860.0,1.98,2.0
2006,Toronto  ,Renter,25 to 34 years,134180.0,2.2,2.0
2006,Toronto  ,Renter,35 to 44 years,147335.0,2.7,3.0
2006,Toronto  ,Renter,45 to 54 years,112740.0,2.56,2.02
2006,Toronto  ,Renter,55 to 64 years,66790.0,1.99,2.0
2006,Toronto  ,Renter,65 to 74 years,43130.0,1.62,1.01
2006,Toronto  ,Renter,75 years and over,47100.0,1.39,1.01
2006,Hamilton  ,Total - Tenure,Total - Age group of primary household maintainer,266455.0,2.56,2.02
2006,Hamilton  ,Total - Tenure,15 to 24 years,7315.0,1.98,2.0
2006,Hamilton  ,Total - Tenure,25 to 34 years,34820.0,2.56,2.02
2006,Hamilton  ,Total - Tenure,35 to 44 years,56615.0,3.2,3.02
2006,Hamilton  ,Total - Tenure,45 to 54 years,59200.0,3.03,3.0
2006,Hamilton  ,Total - Tenure,55 to 64 years,44570.0,2.34,2.0
2006,Hamilton  ,Total - Tenure,65 to 74 years,31895.0,1.91,2.0
2006,Hamilton  ,Total - Tenure,75 years and over,32045.0,1.61,1.01
2006,Hamilton  ,Owner,Total - Age group of primary household maintainer,190825.0,2.77,2.02
2006,Hamilton  ,Owner,15 to 24 years,1335.0,2.23,2.0
2006,Hamilton  ,Owner,25 to 34 years,19360.0,2.79,3.0
2006,Hamilton  ,Owner,35 to 44 years,41135.0,3.45,4.0
2006,Hamilton  ,Owner,45 to 54 years,45685.0,3.29,3.02
2006,Hamilton  ,Owner,55 to 64 years,35480.0,2.5,2.02
2006,Hamilton  ,Owner,65 to 74 years,24600.0,2.05,2.0
2006,Hamilton  ,Owner,75 years and over,23230.0,1.72,2.0
2006,Hamilton  ,Renter,Total - Age group of primary household maintainer,75635.0,2.02,2.0
2006,Hamilton  ,Renter,15 to 24 years,5970.0,1.92,2.0
2006,Hamilton  ,Renter,25 to 34 years,15460.0,2.27,2.0
2006,Hamilton  ,Renter,35 to 44 years,15485.0,2.53,2.02
2006,Hamilton  ,Renter,45 to 54 years,13515.0,2.17,2.0
2006,Hamilton  ,Renter,55 to 64 years,9090.0,1.73,1.01
2006,Hamilton  ,Renter,65 to 74 years,7295.0,1.44,1.01
2006,Hamilton  ,Renter,75 years and over,8815.0,1.33,1.01
2006,St. Catharines - Niagara  ,Total - Tenure,Total - Age group of primary household maintainer,156470.0,2.45,2.02
2006,St. Catharines - Niagara  ,Total - Tenure,15 to 24 years,4320.0,2.08,2.0
2006,St. Catharines - Niagara  ,Total - Tenure,25 to 34 years,18080.0,2.64,2.02
2006,St. Catharines - Niagara  ,Total - Tenure,35 to 44 years,29710.0,3.2,3.02
2006,St. Catharines - Niagara  ,Total - Tenure,45 to 54 years,33010.0,2.89,3.0
2006,St. Catharines - Niagara  ,Total - Tenure,55 to 64 years,28130.0,2.2,2.0
2006,St. Catharines - Niagara  ,Total - Tenure,65 to 74 years,21065.0,1.83,2.0
2006,St. Catharines - Niagara  ,Total - Tenure,75 years and over,22155.0,1.6,1.01
2006,St. Catharines - Niagara  ,Owner,Total - Age group of primary household maintainer,116730.0,2.59,2.02
2006,St. Catharines - Niagara  ,Owner,15 to 24 years,1070.0,2.18,2.0
2006,St. Catharines - Niagara  ,Owner,25 to 34 years,10710.0,2.81,3.0
2006,St. Catharines - Niagara  ,Owner,35 to 44 years,21960.0,3.4,4.0
2006,St. Catharines - Niagara  ,Owner,45 to 54 years,25755.0,3.1,3.0
2006,St. Catharines - Niagara  ,Owner,55 to 64 years,22930.0,2.32,2.0
2006,St. Catharines - Niagara  ,Owner,65 to 74 years,17265.0,1.92,2.0
2006,St. Catharines - Niagara  ,Owner,75 years and over,17035.0,1.69,2.0
2006,St. Catharines - Niagara  ,Renter,Total - Age group of primary household maintainer,39735.0,2.03,2.0
2006,St. Catharines - Niagara  ,Renter,15 to 24 years,3250.0,2.05,2.0
2006,St. Catharines - Niagara  ,Renter,25 to 34 years,7365.0,2.4,2.02
2006,St. Catharines - Niagara  ,Renter,35 to 44 years,7750.0,2.62,2.02
2006,St. Catharines - Niagara  ,Renter,45 to 54 years,7255.0,2.13,2.0
2006,St. Catharines - Niagara  ,Renter,55 to 64 years,5195.0,1.64,1.01
2006,St. Catharines - Niagara  ,Renter,65 to 74 years,3800.0,1.41,1.01
2006,St. Catharines - Niagara  ,Renter,75 years and over,5115.0,1.29,1.01
2006,Kitchener  ,Total - Tenure,Total - Age group of primary household maintainer,169175.0,2.63,2.02
2006,Kitchener  ,Total - Tenure,15 to 24 years,7290.0,2.09,2.0
2006,Kitchener  ,Total - Tenure,25 to 34 years,28900.0,2.6,2.02
2006,Kitchener  ,Total - Tenure,35 to 44 years,38995.0,3.28,3.02
2006,Kitchener  ,Total - Tenure,45 to 54 years,36990.0,3.03,3.0
2006,Kitchener  ,Total - Tenure,55 to 64 years,26030.0,2.31,2.0
2006,Kitchener  ,Total - Tenure,65 to 74 years,15980.0,1.89,2.0
2006,Kitchener  ,Total - Tenure,75 years and over,14995.0,1.58,1.01
2006,Kitchener  ,Owner,Total - Age group of primary household maintainer,118040.0,2.86,3.0
2006,Kitchener  ,Owner,15 to 24 years,1350.0,2.43,2.02
2006,Kitchener  ,Owner,25 to 34 years,16425.0,2.84,3.0
2006,Kitchener  ,Owner,35 to 44 years,28050.0,3.56,4.0
2006,Kitchener  ,Owner,45 to 54 years,28855.0,3.27,3.02
2006,Kitchener  ,Owner,55 to 64 years,20590.0,2.47,2.02
2006,Kitchener  ,Owner,65 to 74 years,12310.0,2.0,2.0
2006,Kitchener  ,Owner,75 years and over,10455.0,1.68,2.0
2006,Kitchener  ,Renter,Total - Age group of primary household maintainer,51135.0,2.09,2.0
2006,Kitchener  ,Renter,15 to 24 years,5940.0,2.01,2.0
2006,Kitchener  ,Renter,25 to 34 years,12470.0,2.28,2.0
2006,Kitchener  ,Renter,35 to 44 years,10945.0,2.56,2.02
2006,Kitchener  ,Renter,45 to 54 years,8130.0,2.17,2.0
2006,Kitchener  ,Renter,55 to 64 years,5440.0,1.72,1.01
2006,Kitchener  ,Renter,65 to 74 years,3665.0,1.55,1.01
2006,Kitchener  ,Renter,75 years and over,4540.0,1.34,1.01
2006,Brantford  ,Total - Tenure,Total - Age group of primary household maintainer,47850.0,2.56,2.02
2006,Brantford  ,Total - Tenure,15 to 24 years,1620.0,2.23,2.0
2006,Brantford  ,Total - Tenure,25 to 34 years,6475.0,2.9,3.0
2006,Brantford  ,Total - Tenure,35 to 44 years,9590.0,3.3,3.02
2006,Brantford  ,Total - Tenure,45 to 54 years,10725.0,2.9,3.0
2006,Brantford  ,Total - Tenure,55 to 64 years,8230.0,2.19,2.0
2006,Brantford  ,Total - Tenure,65 to 74 years,5630.0,1.86,2.0
2006,Brantford  ,Total - Tenure,75 years and over,5580.0,1.59,1.01
2006,Brantford  ,Owner,Total - Age group of primary household maintainer,35275.0,2.71,2.02
2006,Brantford  ,Owner,15 to 24 years,400.0,2.36,2.0
2006,Brantford  ,Owner,25 to 34 years,4125.0,3.0,3.0
2006,Brantford  ,Owner,35 to 44 years,7095.0,3.55,4.0
2006,Brantford  ,Owner,45 to 54 years,8465.0,3.09,3.0
2006,Brantford  ,Owner,55 to 64 years,6525.0,2.31,2.0
2006,Brantford  ,Owner,65 to 74 years,4500.0,1.97,2.0
2006,Brantford  ,Owner,75 years and over,4170.0,1.69,2.0
2006,Brantford  ,Renter,Total - Age group of primary household maintainer,12575.0,2.14,2.0
2006,Brantford  ,Renter,15 to 24 years,1225.0,2.19,2.0
2006,Brantford  ,Renter,25 to 34 years,2350.0,2.73,3.0
2006,Brantford  ,Renter,35 to 44 years,2495.0,2.56,2.02
2006,Brantford  ,Renter,45 to 54 years,2260.0,2.19,2.0
2006,Brantford  ,Renter,55 to 64 years,1710.0,1.76,1.01
2006,Brantford  ,Renter,65 to 74 years,1135.0,1.42,1.01
2006,Brantford  ,Renter,75 years and over,1405.0,1.3,1.01
2006,Guelph  ,Total - Tenure,Total - Age group of primary household maintainer,48770.0,2.57,2.02
2006,Guelph  ,Total - Tenure,15 to 24 years,2205.0,1.97,2.0
2006,Guelph  ,Total - Tenure,25 to 34 years,8525.0,2.48,2.02
2006,Guelph  ,Total - Tenure,35 to 44 years,10720.0,3.24,3.02
2006,Guelph  ,Total - Tenure,45 to 54 years,10665.0,3.01,3.0
2006,Guelph  ,Total - Tenure,55 to 64 years,7260.0,2.28,2.0
2006,Guelph  ,Total - Tenure,65 to 74 years,4530.0,1.92,2.0
2006,Guelph  ,Total - Tenure,75 years and over,4875.0,1.61,2.0
2006,Guelph  ,Owner,Total - Age group of primary household maintainer,34695.0,2.79,2.02
2006,Guelph  ,Owner,15 to 24 years,300.0,2.31,2.0
2006,Guelph  ,Owner,25 to 34 years,4595.0,2.75,3.0
2006,Guelph  ,Owner,35 to 44 years,7940.0,3.46,4.0
2006,Guelph  ,Owner,45 to 54 years,8680.0,3.22,3.02
2006,Guelph  ,Owner,55 to 64 years,5905.0,2.43,2.02
2006,Guelph  ,Owner,65 to 74 years,3630.0,1.99,2.0
2006,Guelph  ,Owner,75 years and over,3645.0,1.72,2.0
2006,Guelph  ,Renter,Total - Age group of primary household maintainer,14075.0,2.04,2.0
2006,Guelph  ,Renter,15 to 24 years,1905.0,1.92,2.0
2006,Guelph  ,Renter,25 to 34 years,3920.0,2.17,2.0
2006,Guelph  ,Renter,35 to 44 years,2785.0,2.61,2.02
2006,Guelph  ,Renter,45 to 54 years,1980.0,2.08,2.0
2006,Guelph  ,Renter,55 to 64 years,1350.0,1.6,1.01
2006,Guelph  ,Renter,65 to 74 years,900.0,1.62,2.0
2006,Guelph  ,Renter,75 years and over,1225.0,1.26,1.01
2006,London  ,Total - Tenure,Total - Age group of primary household maintainer,184945.0,2.44,2.02
2006,London  ,Total - Tenure,15 to 24 years,9210.0,1.91,2.0
2006,London  ,Total - Tenure,25 to 34 years,28290.0,2.41,2.02
2006,London  ,Total - Tenure,35 to 44 years,37945.0,3.12,3.02
2006,London  ,Total - Tenure,45 to 54 years,40040.0,2.86,3.0
2006,London  ,Total - Tenure,55 to 64 years,29935.0,2.18,2.0
2006,London  ,Total - Tenure,65 to 74 years,19640.0,1.81,2.0
2006,London  ,Total - Tenure,75 years and over,19890.0,1.57,1.01
2006,London  ,Owner,Total - Age group of primary household maintainer,121970.0,2.69,2.02
2006,London  ,Owner,15 to 24 years,1340.0,2.12,2.0
2006,London  ,Owner,25 to 34 years,13945.0,2.73,3.0
2006,London  ,Owner,35 to 44 years,26340.0,3.41,4.0
2006,London  ,Owner,45 to 54 years,29750.0,3.13,3.0
2006,London  ,Owner,55 to 64 years,22995.0,2.33,2.0
2006,London  ,Owner,65 to 74 years,14665.0,1.92,2.0
2006,London  ,Owner,75 years and over,12930.0,1.7,2.0
2006,London  ,Renter,Total - Age group of primary household maintainer,62975.0,1.96,2.0
2006,London  ,Renter,15 to 24 years,7870.0,1.87,2.0
2006,London  ,Renter,25 to 34 years,14345.0,2.11,2.0
2006,London  ,Renter,35 to 44 years,11600.0,2.47,2.02
2006,London  ,Renter,45 to 54 years,10285.0,2.09,2.0
2006,London  ,Renter,55 to 64 years,6940.0,1.65,1.01
2006,London  ,Renter,65 to 74 years,4975.0,1.49,1.01
2006,London  ,Renter,75 years and over,6955.0,1.31,1.01
2006,Windsor  ,Total - Tenure,Total - Age group of primary household maintainer,125840.0,2.54,2.02
2006,Windsor  ,Total - Tenure,15 to 24 years,4335.0,2.04,2.0
2006,Windsor  ,Total - Tenure,25 to 34 years,19190.0,2.53,2.02
2006,Windsor  ,Total - Tenure,35 to 44 years,28120.0,3.21,3.02
2006,Windsor  ,Total - Tenure,45 to 54 years,26720.0,3.01,3.0
2006,Windsor  ,Total - Tenure,55 to 64 years,20530.0,2.25,2.0
2006,Windsor  ,Total - Tenure,65 to 74 years,13455.0,1.83,2.0
2006,Windsor  ,Total - Tenure,75 years and over,13490.0,1.57,1.01
2006,Windsor  ,Owner,Total - Age group of primary household maintainer,93500.0,2.71,2.02
2006,Windsor  ,Owner,15 to 24 years,970.0,2.3,2.0
2006,Windsor  ,Owner,25 to 34 years,12140.0,2.7,3.0
2006,Windsor  ,Owner,35 to 44 years,21265.0,3.42,4.0
2006,Windsor  ,Owner,45 to 54 years,21375.0,3.22,3.02
2006,Windsor  ,Owner,55 to 64 years,16680.0,2.37,2.02
2006,Windsor  ,Owner,65 to 74 years,10795.0,1.93,2.0
2006,Windsor  ,Owner,75 years and over,10270.0,1.66,2.0
2006,Windsor  ,Renter,Total - Age group of primary household maintainer,32340.0,2.05,2.0
2006,Windsor  ,Renter,15 to 24 years,3365.0,1.97,2.0
2006,Windsor  ,Renter,25 to 34 years,7050.0,2.25,2.0
2006,Windsor  ,Renter,35 to 44 years,6855.0,2.55,2.02
2006,Windsor  ,Renter,45 to 54 years,5345.0,2.2,2.0
2006,Windsor  ,Renter,55 to 64 years,3850.0,1.74,1.01
2006,Windsor  ,Renter,65 to 74 years,2660.0,1.42,1.01
2006,Windsor  ,Renter,75 years and over,3220.0,1.28,1.01
2006,Barrie  ,Total - Tenure,Total - Age group of primary household maintainer,63865.0,2.74,2.02
2006,Barrie  ,Total - Tenure,15 to 24 years,1775.0,2.14,2.0
2006,Barrie  ,Total - Tenure,25 to 34 years,10125.0,2.82,3.0
2006,Barrie  ,Total - Tenure,35 to 44 years,16330.0,3.4,4.0
2006,Barrie  ,Total - Tenure,45 to 54 years,14470.0,3.07,3.0
2006,Barrie  ,Total - Tenure,55 to 64 years,9270.0,2.31,2.0
2006,Barrie  ,Total - Tenure,65 to 74 years,6295.0,1.94,2.0
2006,Barrie  ,Total - Tenure,75 years and over,5600.0,1.62,2.0
2006,Barrie  ,Owner,Total - Age group of primary household maintainer,51520.0,2.86,3.0
2006,Barrie  ,Owner,15 to 24 years,555.0,2.23,2.0
2006,Barrie  ,Owner,25 to 34 years,7425.0,2.91,3.0
2006,Barrie  ,Owner,35 to 44 years,13790.0,3.51,4.0
2006,Barrie  ,Owner,45 to 54 years,12330.0,3.2,3.02
2006,Barrie  ,Owner,55 to 64 years,7965.0,2.4,2.02
2006,Barrie  ,Owner,65 to 74 years,5225.0,2.0,2.0
2006,Barrie  ,Owner,75 years and over,4230.0,1.7,2.0
2006,Barrie  ,Renter,Total - Age group of primary household maintainer,12345.0,2.21,2.0
2006,Barrie  ,Renter,15 to 24 years,1225.0,2.1,2.0
2006,Barrie  ,Renter,25 to 34 years,2700.0,2.58,2.02
2006,Barrie  ,Renter,35 to 44 years,2540.0,2.76,3.0
2006,Barrie  ,Renter,45 to 54 years,2140.0,2.29,2.0
2006,Barrie  ,Renter,55 to 64 years,1310.0,1.77,2.0
2006,Barrie  ,Renter,65 to 74 years,1070.0,1.6,1.01
2006,Barrie  ,Renter,75 years and over,1365.0,1.36,1.01
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,Total - Age group of primary household maintainer,65075.0,2.39,2.02
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,15 to 24 years,2825.0,1.91,2.0
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,25 to 34 years,8885.0,2.61,2.02
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,35 to 44 years,12895.0,3.06,3.02
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,45 to 54 years,14015.0,2.7,3.0
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,55 to 64 years,11485.0,2.11,2.0
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,65 to 74 years,8150.0,1.82,2.0
2006,Greater Sudbury / Grand Sudbury  ,Total - Tenure,75 years and over,6825.0,1.56,1.01
2006,Greater Sudbury / Grand Sudbury  ,Owner,Total - Age group of primary household maintainer,43540.0,2.67,2.02
2006,Greater Sudbury / Grand Sudbury  ,Owner,15 to 24 years,330.0,2.17,2.0
2006,Greater Sudbury / Grand Sudbury  ,Owner,25 to 34 years,4620.0,3.03,3.0
2006,Greater Sudbury / Grand Sudbury  ,Owner,35 to 44 years,9025.0,3.41,4.0
2006,Greater Sudbury / Grand Sudbury  ,Owner,45 to 54 years,10410.0,2.98,3.0
2006,Greater Sudbury / Grand Sudbury  ,Owner,55 to 64 years,8725.0,2.3,2.0
2006,Greater Sudbury / Grand Sudbury  ,Owner,65 to 74 years,6010.0,1.97,2.0
2006,Greater Sudbury / Grand Sudbury  ,Owner,75 years and over,4420.0,1.73,2.0
2006,Greater Sudbury / Grand Sudbury  ,Renter,Total - Age group of primary household maintainer,21470.0,1.83,2.0
2006,Greater Sudbury / Grand Sudbury  ,Renter,15 to 24 years,2500.0,1.87,2.0
2006,Greater Sudbury / Grand Sudbury  ,Renter,25 to 34 years,4245.0,2.14,2.0
2006,Greater Sudbury / Grand Sudbury  ,Renter,35 to 44 years,3850.0,2.25,2.0
2006,Greater Sudbury / Grand Sudbury  ,Renter,45 to 54 years,3590.0,1.89,2.0
2006,Greater Sudbury / Grand Sudbury  ,Renter,55 to 64 years,2745.0,1.51,1.01
2006,Greater Sudbury / Grand Sudbury  ,Renter,65 to 74 years,2130.0,1.39,1.01
2006,Greater Sudbury / Grand Sudbury  ,Renter,75 years and over,2400.0,1.26,1.01
2006,Thunder Bay  ,Total - Tenure,Total - Age group of primary household maintainer,51430.0,2.35,2.0
2006,Thunder Bay  ,Total - Tenure,15 to 24 years,1590.0,1.91,2.0
2006,Thunder Bay  ,Total - Tenure,25 to 34 years,6285.0,2.58,2.02
2006,Thunder Bay  ,Total - Tenure,35 to 44 years,9535.0,3.04,3.02
2006,Thunder Bay  ,Total - Tenure,45 to 54 years,12040.0,2.71,3.0
2006,Thunder Bay  ,Total - Tenure,55 to 64 years,8805.0,2.09,2.0
2006,Thunder Bay  ,Total - Tenure,65 to 74 years,6225.0,1.8,2.0
2006,Thunder Bay  ,Total - Tenure,75 years and over,6940.0,1.49,1.01
2006,Thunder Bay  ,Owner,Total - Age group of primary household maintainer,37480.0,2.55,2.02
2006,Thunder Bay  ,Owner,15 to 24 years,310.0,2.04,2.0
2006,Thunder Bay  ,Owner,25 to 34 years,3515.0,2.8,3.0
2006,Thunder Bay  ,Owner,35 to 44 years,7150.0,3.28,4.0
2006,Thunder Bay  ,Owner,45 to 54 years,9640.0,2.95,3.0
2006,Thunder Bay  ,Owner,55 to 64 years,6925.0,2.25,2.0
2006,Thunder Bay  ,Owner,65 to 74 years,4990.0,1.91,2.0
2006,Thunder Bay  ,Owner,75 years and over,4945.0,1.61,2.0
2006,Thunder Bay  ,Renter,Total - Age group of primary household maintainer,13920.0,1.81,1.01
2006,Thunder Bay  ,Renter,15 to 24 years,1275.0,1.88,2.0
2006,Thunder Bay  ,Renter,25 to 34 years,2770.0,2.29,2.0
2006,Thunder Bay  ,Renter,35 to 44 years,2380.0,2.31,2.0
2006,Thunder Bay  ,Renter,45 to 54 years,2395.0,1.75,1.01
2006,Thunder Bay  ,Renter,55 to 64 years,1875.0,1.47,1.01
2006,Thunder Bay  ,Renter,65 to 74 years,1240.0,1.36,1.01
2006,Thunder Bay  ,Renter,75 years and over,1995.0,1.2,1.0
2006,Winnipeg  ,Total - Tenure,Total - Age group of primary household maintainer,281765.0,2.42,2.0
2006,Winnipeg  ,Total - Tenure,15 to 24 years,12425.0,1.98,2.0
2006,Winnipeg  ,Total - Tenure,25 to 34 years,42600.0,2.45,2.02
2006,Winnipeg  ,Total - Tenure,35 to 44 years,56770.0,3.05,3.0
2006,Winnipeg  ,Total - Tenure,45 to 54 years,62625.0,2.83,3.0
2006,Winnipeg  ,Total - Tenure,55 to 64 years,45550.0,2.22,2.0
2006,Winnipeg  ,Total - Tenure,65 to 74 years,29075.0,1.8,2.0
2006,Winnipeg  ,Total - Tenure,75 years and over,32725.0,1.5,1.01
2006,Winnipeg  ,Owner,Total - Age group of primary household maintainer,189225.0,2.68,2.02
2006,Winnipeg  ,Owner,15 to 24 years,2355.0,2.23,2.0
2006,Winnipeg  ,Owner,25 to 34 years,22605.0,2.69,2.02
2006,Winnipeg  ,Owner,35 to 44 years,40435.0,3.31,4.0
2006,Winnipeg  ,Owner,45 to 54 years,48105.0,3.09,3.0
2006,Winnipeg  ,Owner,55 to 64 years,35150.0,2.4,2.02
2006,Winnipeg  ,Owner,65 to 74 years,21165.0,1.95,2.0
2006,Winnipeg  ,Owner,75 years and over,19410.0,1.68,2.0
2006,Winnipeg  ,Renter,Total - Age group of primary household maintainer,92450.0,1.89,1.01
2006,Winnipeg  ,Renter,15 to 24 years,10060.0,1.92,2.0
2006,Winnipeg  ,Renter,25 to 34 years,19980.0,2.18,2.0
